Zeit	01.10 (MFC01)	02.10 (MFC02)	03.20 (MFC03)	TC00	TC01	TC02	TC03	TC04	TC05	TC06	TC07	NH3 (%)	NH3 (ppm)
05.11.24 00:05:11	2005,791957	0,0	-1,583545	46,887161	249,252914	797,237366	796,303528	779,929932	752,505859	800,007812	12,116732	-0,010729	797,322026
05.11.24 00:05:13	2007,546267	0,0	-1,647023	46,887161	249,252914	797,237366	796,303528	779,96106	752,505859	800,007812	12,116732	-0,007391	796,270621
05.11.24 00:05:15	2005,791957	0,0	-1,647023	46,887161	249,252914	797,237366	796,303528	779,96106	752,505859	800,007812	12,116732	-0,007391	795,369392
05.11.24 00:05:17	2008,423482	0,0	-1,583545	46,824902	249,31517	797,299622	796,303528	779,96106	752,505859	800,007812	12,116732	-0,010729	795,219216
05.11.24 00:05:19	2008,264021	0,0	-1,583545	46,887161	249,31517	797,237366	796,303528	779,96106	752,505859	800,007812	12,116732	-0,009059	795,018924
05.11.24 00:05:21	2007,067764	0,0	-1,583545	46,824902	249,31517	797,237366	796,303528	779,96106	752,505859	800,007812	12,116732	-0,010729	794,668456
05.11.24 00:05:23	2008,18423	0,0	-1,647023	46,824902	249,31517	797,237366	796,303528	779,96106	752,505859	800,007812	12,116732	-0,007391	794,317987
05.11.24 00:05:25	2010,815874	0,0	-1,583545	46,824902	249,31517	797,237366	796,303528	779,96106	752,505859	799,976624	12,116732	-0,007391	794,017461
05.11.24 00:05:27	2006,669052	0,0	-1,647023	46,887161	249,31517	797,237366	796,303528	779,96106	752,505859	800,007812	12,116732	-0,007391	793,366641
05.11.24 00:05:29	2008,10444	0,0	-1,647023	46,887161	249,31517	797,299622	796,303528	779,96106	752,505859	799,976624	12,116732	-0,007391	793,316524
05.11.24 00:05:31	2007,865309	0,0	-1,583545	46,887161	249,31517	797,237366	796,303528	779,96106	752,505859	799,976624	12,116732	-0,009059	793,316524
05.11.24 00:05:33	2007,227345	0,0	-1,647023	46,887161	249,31517	797,237366	796,303528	779,96106	752,505859	799,976624	12,116732	-0,010729	793,666993
05.11.24 00:05:35	2008,423482	0,0	-1,647023	46,887161	249,31517	797,237366	796,303528	779,929932	752,505859	799,976624	12,116732	-0,010729	794,167637
05.11.24 00:05:37	2008,343691	0,0	-1,647023	46,887161	249,31517	797,237366	796,303528	779,929932	752,505859	799,976624	12,116732	-0,010729	794,367929
05.11.24 00:05:39	2008,18423	0,0	-1,583545	46,887161	249,31517	797,237366	796,303528	779,96106	752,505859	799,976624	12,116732	-0,010729	790,362427
05.11.24 00:05:41	2006,748843	0,0	-1,583545	46,887161	249,31517	797,237366	796,303528	779,96106	752,505859	800,007812	12,116732	-0,015735	784,654701
